100.010865,0.279947
100.030259,0.140326
100.032505,0.171996
100.09992,0.629466
100.1,0.65
100.141924,0.170885
100.174924,0.031138
100.187101,0.178506
100.28896,0.018197
100.319364,0.517324
100.322904,0.487138
100.44,0.008408
100.443729,0.686014
100.472614,0.514479
100.483203,0.63031
100.511033,0.783172
100.528071,0.44946
100.557166,0.211468
100.567965,0.170379
100.578696,0.085092
100.637215,0.457427
100.639062,0.759676
100.650449,0.336804
100.725782,0.62774
100.73375,0.787097
100.760358,0.403031
100.787212,0.649142
100.80816,0.221457
100.820976,0.698249
100.831826,0.257496
100.832888,0.685333
100.840976,0.523278
100.857034,0.330185
100.882301,0.593693
100.890699,0.370189
100.898776,0.614615
100.95,0.071611
